,Nom,Téléphone,Adresse,Ville,Département,Capacité,Type d'établissement,Capacité médecine,Capacité chirurgie,Capacité obstétrique,Capacité psychiatrie,Capacité moyen séjour,Capacité long séjour,Capacité hébergement,Capacité hospitalisation à domicile,Capacité service de soins infirmiers à domicile,Equipement : scanner,Equipement : irm,Equipement : radiologie numérisée,Equipement : radiologie vasculaire,Equipement : caméras à scintillon,Equipement : tep (tomographe)
111,Centre Hospitalier  (Nouzonville),03 24 53 93 20," 65, rue E. Vaillant  08700 Nouzonville",Nouzonville,08, 158 places, Hôpital local,8,0,0,0,8,0,142,0,0,0,0,0,0,0,0
112,Centre hospitalier  (Fumay),03 24 36 26 00, Place du Baty  08170 Fumay,Fumay,08, 110 places, Hôpital local,15,0,0,0,15,0,80,0,0,1,0,2,0,0,0
113,GHSA Site de Rethel  (RETHEL),03 24 38 66 66, 1 Place Hourtoule CS 65 113 08300 RETHEL,RETHEL,08, 95 places, Centre Hospitalier,38,35,0,0,20,2,0,0,0,1,0,3,0,0,0
114,GHSA Site de Vouziers  (VOUZIERS),03 24 30 71 00, 12 RUE HENRIONNET  08400 VOUZIERS,VOUZIERS,08, 68 places, Centre Hospitalier,24,0,0,0,24,20,0,0,0,0,0,2,0,0,0
115,Centre de Santé - USLD  (Charleville-Mézières),Pas de numéro, Rue Savigny  08011 Charleville-Mézières,Charleville-Mézières,08, 65 places, Etablissement de Soins Longue Durée,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0
116,Etablissements de Réadaptation des Ardennes  (Charleville-Mézières),03 24 52 63 05," 34, route de Warcq BP 829 08011 Charleville-Mézières",Charleville-Mézières,08, 0 places, Etablissement Réadaptation Fonctionnelle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,Centre Hospitalier Ariège Couserans (SAINT-GIRONS),05 61 96 20 20, BP 60111  09201 SAINT-GIRONS,SAINT-GIRONS,09, 379 places, Centre Hospitalier,30,15,4,155,72,0,103,0,0,1,0,6,0,0,0
118,CHIVA - Site de Saint Jean de Verges  (Saint-Jean de Verges),05 61 03 30 30, Rn 20 - Sortie 9 - Saint-Jean de Verges BP 90064 - 09017 FOIX cedex 09107 Saint-Jean de Verges,Saint-Jean de Verges,09, 309 places, Centre Hospitalier,151,78,27,0,53,0,0,45,0,1,1,5,0,0,0
119,CHIVA - Site de Lavelanet  (Lavelanet),05 61 65 78 78, Rue de la Soulano - Dr Jean Gauthier  09300 Lavelanet,Lavelanet,09, 75 places, Centre Hospitalier,23,0,0,0,26,26,0,0,38,0,0,2,0,0,0
120,Unités de SSR Locomoteurs et Polyvalents  (AX-LES-THERMES),05 61 02 25 47, Place du Breilh  09110 AX-LES-THERMES,AX-LES-THERMES,09, 58 places, Hôpital local,0,0,0,0,58,0,0,0,0,0,0,1,0,0,0
121,Hôpital Simone Veil  (Troyes),03 25 49 49 49," 101, avenue Anatole France BP 718 10003 Troyes",Troyes,10, 627 places, Centre Hospitalier,455,121,51,0,0,0,0,0,0,2,2,3,1,2,1
122,Centre Hospitalier  (Bar-sur-Seine),03 25 38 38 38," 6, rue du Stade CS 20053 10110 Bar-sur-Seine",Bar-sur-Seine,10, 238 places, Hôpital local,10,0,0,0,23,30,175,0,0,0,0,0,0,0,0
123,Centre hospitalier saint nicolas (Bar-sur-Aube),03 25 27 09 97," 2, rue Gaston Gheq  10200 Bar-sur-Aube",Bar-sur-Aube,10, 190 places, Hôpital local,8,0,0,0,22,30,130,0,0,0,0,0,0,0,0
124,Résidence Comte Henri  (Troyes),03 25 49 49 49, 37 rue de la Marne  10000 Troyes,Troyes,10, 165 places, Etablissement de Soins Longue Durée,0,0,0,0,95,70,0,0,0,0,0,0,0,0,0
125,Centre hospitalier Hôpital Maurice Camuset (Romilly-sur-Seine),03 25 21 96 00, rue Paul Vaillant Couturier BP 159 10105 Romilly-sur-Seine,Romilly-sur-Seine,10, 153 places, Centre Hospitalier,63,0,18,0,33,0,39,40,100,1,1,3,0,0,0
126,Site hospitalier  (Nogent-sur-Seine),03 25 39 87 08, 05 place Aristide Briand BP 42 10401 Nogent-sur-Seine,Nogent-sur-Seine,10, 133 places, Centre Hospitalier,0,0,0,0,0,40,93,0,0,0,0,0,0,0,0
127,Centre hospitalier  (Carcassonne),04 68 24 24 24, 1060 chemin de la madeleine CS40001 11010 Carcassonne,Carcassonne,11, 496 places, Centre Hospitalier,359,84,53,0,0,0,0,0,0,2,2,4,2,2,0
128,Centre hospitalier MCO  (Narbonne),04 68 42 60 00, Boulevard Dr Lacroix BP 824 11108 Narbonne,Narbonne,11, 302 places, Centre Hospitalier,187,70,45,0,0,0,0,0,0,1,1,3,0,0,0
129,Centre hospitalier Jean-Pierre CASSABEL (Castelnaudary),04 68 94 56 56, 19 avenue  Monseigneur de Langle  11400 Castelnaudary,Castelnaudary,11, 200 places, Centre Hospitalier,25,0,0,0,25,30,120,0,68,1,0,2,0,0,0
130,EHPAD USLD PECH DALCY  (NARBONNNE),04 68 42 66 00, Rue Marcelin Boule CENTRE HOSPITALIER -  BP 824 - 11108 NARBONNE Cedex 11100 NARBONNNE,NARBONNNE,11, 174 places, Etablissement de Soins Longue Durée,0,0,0,0,0,90,84,0,50,0,0,0,0,0,0
131,CENTRE HOSPITALIER FRANCIS VALS (Port-la-Nouvelle),04 68 40 42 00, BP 71 150 Rue Frédéric de Girard 11210 Port-la-Nouvelle,Port-la-Nouvelle,11, 110 places, Centre Hospitalier,0,0,0,0,50,0,60,0,50,0,0,0,0,0,0
132,Centre hospitalier  (Lézignan-Corbières),04 68 27 79 00, Boulevard Pasteur BP 204 11202 Lézignan-Corbières,Lézignan-Corbières,11, 105 places, Centre Hospitalier,38,0,0,0,37,30,0,10,0,0,0,0,0,0,0
133,Clinique psychiatrique adultes Sainte Therese (Narbonne),04 68 42 66 20," 1, rue Simon CASTAN BP 824 11108 Narbonne",Narbonne,11, 93 places, Centre Hospitalier,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0
134,CENTRE HOSPITALIER DE LIMOUX  (Limoux),04 68 74 67 04," 17, rue Madeleine Bres  11300 Limoux",Limoux,11, 59 places, Centre Hospitalier,30,0,0,0,29,0,0,0,86,0,0,0,0,0,0
135,SSR Gériatrique  (NARBONNE),04 68 27 98 98, 20 rue Nicolas LEBLANC  11100 NARBONNE,NARBONNE,11, 30 places, Centre Hospitalier,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0
136,USLD Les Rives d'Ode  (Carcassonne),04 34 87 67 00, 2 rue Joseph Anglade 2 rue Joseph Anglade 11000 Carcassonne,Carcassonne,11, 30 places, Etablissement de Soins Longue Durée,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0
137,CENTRE HOSPITALIER DE QUILLAN  (Quillan),04 68 20 85 00, rue du Dr Roueylou  11500 Quillan,Quillan,11, 27 places, Centre Hospitalier,12,0,0,0,15,0,0,0,56,0,0,0,0,0,0
138,Hôpital de jour adultes  (Narbonne),04 68 42 68 30, 11 Rue Mascara BP 824 11108 Narbonne,Narbonne,11, 10 places, Centre Hospitalier,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
139,Hôpital de jour pour enfants Brossolette (Narbonne),04 68 42 12 05, 7 rue Pierre Brossolette  11100 Narbonne,Narbonne,11, 8 places, Centre Hospitalier,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
140,Hôpital de jour pour enfants ELISE SAUNIER (NARBONNE),04 68 70 12 05," 12, rue Henri DUNANT  11100 NARBONNE",NARBONNE,11, 0 places, Centre Hospitalier,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,Hôpital Jacques Puel  (Rodez),05 65 55 12 12, Avenue de l'Hôpital  12027 Rodez,Rodez,12, 433 places, Centre Hospitalier,299,76,25,33,0,0,0,0,0,1,1,3,2,1,1
142,Centre hospitalier  (Decazeville),05 65 43 71 71," 60, avenue Prosper Alfaric  12300 Decazeville",Decazeville,12, 262 places, Centre Hospitalier,53,57,15,0,20,52,65,0,0,1,0,2,0,0,0
143,Hôpital Hôpital Intercommunal Espalion Saint Laurent d'Olt (Espalion),05 65 48 30 30, rue Sœur Marie Caton  12500 Espalion,Espalion,12, 248 places, Hôpital local,13,0,0,0,85,0,150,0,0,0,0,1,0,0,0
144,Centre Hospitalier Étienne Rivié (Saint-Geniez-d'Olt),05 65 67 60 00, Rue Rivié  12130 Saint-Geniez-d'Olt,Saint-Geniez-d'Olt,12, 224 places, Hôpital local,6,0,0,0,24,30,164,0,0,0,0,1,0,0,0
145,"Résidence Les PEYRIERES Maison de retraite, USLD, SSR (Olemps)",05 65 55 10 10, Résidence des Peyrières  12510 Olemps,Olemps,12, 209 places, Centre Hospitalier,0,0,0,0,40,30,139,0,0,0,0,0,0,0,0
146,Centre Hospitalier Site de La Chartreuse  (Villefranche de Rouergue),05 65 65 30 00, avenue Caylet BP 299 12202 Villefranche de Rouergue,Villefranche de Rouergue,12, 132 places, Centre Hospitalier,51,27,14,0,40,0,0,0,0,1,1,10,0,0,0
147,Hôpital  du Vallon  (Salles-la-Source),05 65 71 14 00, Cougousse  12330 Salles-la-Source,Salles-la-Source,12, 131 places, Hôpital local,0,0,0,0,34,0,97,0,0,0,0,0,0,0,0
148,Centre hospitalier de Millau Site du Puits de Calès (Millau),05 65 59 30 00, 265 boulevard Achille Souques BP 148 12100 Millau,Millau,12, 114 places, Centre Hospitalier,48,34,12,0,20,0,0,0,0,1,1,2,0,0,0
149,USLD  (Villefranche de Rouergue),05 65 65 30 00, site de Rulhe route de Farrou 12200 Villefranche de Rouergue,Villefranche de Rouergue,12, 80 places, Etablissement de Soins Longue Durée,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0
150,Centre Hospitalier Emile Borel (SAINT AFFRIQUE),05 65 49 70 22, 88 avenue du Docteur Lucien Galtier BP 291 12402 SAINT AFFRIQUE,SAINT AFFRIQUE,12, 80 places, Centre Hospitalier,39,5,6,0,30,0,0,0,0,1,0,2,0,0,0
151,Moyen et long séjour Sainte-Anne  (Millau),05 65 61 43 20, 2 Avenue Pierre Sémard  12100 Millau,Millau,12, 70 places, Centre Hospitalier,0,0,0,0,20,50,0,0,0,0,0,0,0,0,0
152,HOPITAL MAURICE FENAILLE  (SEVERAC LE CHATEAU),05 65 70 22 00, Engayresque - Commune de Verrieres Engayresque 12150 SEVERAC LE CHATEAU,SEVERAC LE CHATEAU,12, 41 places, Hôpital local,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0
153,USLD  (SAINT AFFRIQUE),Pas de numéro, SAINT AFFRIQUE  12400 SAINT AFFRIQUE,SAINT AFFRIQUE,12, 40 places, Etablissement de Soins Longue Durée,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0
154,Hôpital Maurice Fenaille (Séverac-le-Chateau),05 65 70 22 00, Engayresque - Commune de Verrières  12150 Séverac-le-Chateau,Séverac-le-Chateau,12, 40 places, Etablissement de Soins Longue Durée,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0
155,Psychiatrie Adulte  (Millau),05 65 59 53 82, 148 rue du printemps  12100 Millau,Millau,12, 22 places, Centre Hospitalier,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0
156,Pédopsychiatrie  (Millau),05 65 60 61 06, 14 rue Mathieu Prévot  12100 Millau,Millau,12, 6 places, Centre Hospitalier,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
157,AP-HM Hôpital de la Timone (Marseille),04 91 38 60 00," 264, rue Saint Pierre 264,Rue Saint-Pierre 13385 Marseille",Marseille,13, 1230 places, Hôpital dépendant d'un CHRU,816,414,0,0,0,0,0,0,0,4,4,6,4,4,1
158,HOPITAL SAINT JOSEPH (Marseille),04 91 80 65 00, 26 boulevard de Louvain  13285 Marseille,Marseille,13, 811 places, Etablissement de Soins Pluridisciplinaire,476,250,85,0,0,0,0,40,30,0,0,0,0,0,0
159,AP-HM Hôpital de la Conception (Marseille),04 91 38 00 00," 147, boulevard Baille  13385 Marseille",Marseille,13, 771 places, Hôpital dépendant d'un CHRU,379,181,82,129,0,0,0,50,0,1,1,5,0,0,0
160,AP-HM Hôpital Nord (Marseille),04 91 96 80 00, Chemin des Bourrely  13915 Marseille,Marseille,13, 694 places, Hôpital dépendant d'un CHRU,373,250,71,0,0,0,0,0,0,3,2,5,1,2,1
161,CHIAP - CENTRE HOSPITALIER D'AIX EN PROVENCE  (Aix-en-Provence),04 42 33 50 00, Avenue des Tamaris  13616 Aix-en-Provence,Aix-en-Provence,13, 635 places, Centre Hospitalier,397,134,64,0,40,0,0,30,0,2,2,4,2,3,1
162,HOPITAL EUROPEEN MARSEILLE  (MARSEILLE),04 13 42 70 00," 6, rue Désirée Clary  13331 MARSEILLE",MARSEILLE,13, 525 places, Etablissement de Soins Pluridisciplinaire,152,258,0,0,0,115,0,0,0,0,0,0,0,0,0
163,Hôpital Sainte-Marguerite AP-HM  (Marseille),04 91 38 00 00, 270 Bd Sainte Marguerite BP 29 13274 Marseille,Marseille,13, 426 places, Hôpital dépendant d'un CHRU,426,0,0,0,0,0,0,0,0,1,2,4,0,0,0
164,Hôpital du pays Salonais  (Salon-de-Provence),04 90 44 91 44," 207, avenue Julien Fabre BP 321 13658 Salon-de-Provence",Salon-de-Provence,13, 346 places, Centre Hospitalier,176,35,20,0,25,33,57,0,0,1,0,3,0,0,0
165,Centre hospitalier Hôpital des Rayettes (Martigues),04 42 43 22 22," 3, boulevard des Rayettes BP 50248 13698 Martigues",Martigues,13, 290 places, Centre Hospitalier,195,56,39,0,0,0,0,0,0,1,1,4,0,0,0
166,Centre hospitalier Joseph Imbert (ARLES),04 90 49 29 29, Quartier Fourchon BP 80195 13637 ARLES,ARLES,13, 289 places, Centre Hospitalier,136,45,20,60,28,0,0,0,0,2,1,4,0,0,0
167,Centre hospitalier Edmond Garcin (Aubagne),04 42 84 70 00, 179 Av des Sœurs Gastine  13677 Aubagne,Aubagne,13, 279 places, Centre Hospitalier,117,54,16,0,20,30,42,0,58,1,1,3,0,0,0
168,Centre Régional de Lutte contre le Cancer Institut Paoli-Calmettes (Marseille),04 91 22 33 33," 232, boulevard de Sainte-Marguerite BP 156 13273 Marseille",Marseille,13, 262 places, Centre de Lutte Contre Cancer,179,83,0,0,0,0,0,0,20,0,0,0,0,0,0
169,Centre Hospitalier  (La Ciotat),04 42 08 76 00, Boulevard Lamartine BP 150 13708 La Ciotat,La Ciotat,13, 261 places, Centre Hospitalier,57,32,20,0,0,0,152,20,0,1,0,2,0,0,0
170,Centre Hospitalier Hôpital de la Tour Blanche (Marseille),04 91 12 74 00, 176 Avenue de Montolivet BP 50058 13375 Marseille,Marseille,13, 244 places, Centre Hospitalier,43,0,0,0,51,150,0,40,0,0,0,1,0,0,0
171,Hopital d'Instruction des Armées LAVERAN  (MARSEILLE),04 91 61 70 00, 34 Boulevard Laveran CS 50004 13384 MARSEILLE,MARSEILLE,13, 199 places, Hôpital des armées,87,65,0,22,25,0,0,0,0,2,1,4,1,0,0
172,Centre Hospitalier - Hôpital du Vallon - Psychiatrie et Soins de Suite  (Martigues),Pas de numéro, Bd du 19 Mars 1962  13500 Martigues,Martigues,13, 102 places, Centre Hospitalier,0,0,0,75,27,0,0,0,0,0,0,0,0,0,0
173,Centre hospitalier Louis BRUNET (Allauch),04 91 10 46 46, Traverse des Mille Ecus BP 28 13718 Allauch,Allauch,13, 82 places, Centre Hospitalier,20,0,0,0,62,0,0,0,0,0,0,3,0,0,0
174,Tarascon - Site principal  (Tarascon),04 90 91 56 00, Route d'Arles  13150 Tarascon,Tarascon,13, 74 places, Hôpital local,0,0,0,0,44,30,0,0,70,0,0,0,0,0,0
175,CHIAP - USLD CENTRE ROGER DUQUESNE  (AIX-EN-PROVENCE),04 42 52 95 00," 3, CHEMIN DE LA VIERGE NOIRE  13097 AIX-EN-PROVENCE",AIX-EN-PROVENCE,13, 70 places, Etablissement de Soins Longue Durée,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0
176,Unité de Soins Longue Durée  (Allauch),04 91 10 46 46, Chemin des Mille Ecus BP 28 13718 Allauch,Allauch,13, 56 places, Etablissement de Soins Longue Durée,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0
177,Hôpitaux de jour Psychiatrie Générale et infanto-juvénile  (Port de Bouc),Pas de numéro, 52 Avenue Paul Vaillant Couturier  13110 Port de Bouc,Port de Bouc,13, 53 places, Centre Hospitalier,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0
178,Maison de Soins de Suite et de Réadaptation Etablissement de Soins de Suite et de Réadaptation FERNANDE BERGER (Marseille),04 91 10 87 00, Marseille 15 boulevard de La Présentation 13013 Marseille,Marseille,13, 52 places, Etablissement de sante? prive? autorise? en SSR,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0
179,Centre Hospitalier Hôpital du Vallon - Centre de Gérontologie - USLD (Martigues),04 42 43 28 60, Bld du 19 mars 1962  13500 Martigues,Martigues,13, 30 places, Etablissement de Soins Longue Durée,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0
180,HOPITAL HENRI GASTAUT (MARSEILLE),04 91 17 07 50, 300 BD SAINTE MARGUERITE  13009 MARSEILLE,MARSEILLE,13, 25 places, Etablissement de Soins Médicaux,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,LA MAISON  (Gardanne),04 42 65 73 60, 1100 Route Blanche  13120 Gardanne,Gardanne,13, 24 places, Etablissement de Soins Médicaux,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,VILLA IZOI USPLD (Gardanne),04 42 19 18 20, Chemin du Père Eugène Seroux  13120 Gardanne,Gardanne,13, 14 places, Etablissement de Soins Longue Durée,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0
183,Hôpital Salvator AP-HM  (Marseille),Pas de numéro, 249 Bd Sainte Marguerite  13009 Marseille,Marseille,13, 0 places, Hôpital dépendant d'un CHRU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,CHU Hôpital Côte de Nacre (Caen),02 31 06 31 06, Avenue de la Côte de Nacre  14033 Caen,Caen,14, 1511 places, Hôpital dépendant d'un CHRU,704,398,74,75,0,260,0,5,0,3,3,10,3,3,1
185,Centre Hospitalier  (VIRE NORMANDIE CALVADOS),02 31 67 47 47, 4 Rue Emile DESVAUX BP N° 80156 14504 VIRE NORMANDIE CALVADOS,VIRE NORMANDIE CALVADOS,14, 300 places, Centre Hospitalier,68,0,0,0,20,30,182,55,69,0,0,2,0,0,0
186,Centre hospitalier Robert Bisson (Lisieux),02 31 61 31 31," 4 rue Roger Aini 4, rue Roger Aini CS 97223 14107 Lisieux",Lisieux,14, 298 places, Centre Hospitalier,173,37,25,0,23,40,0,25,0,1,2,3,0,0,0
187,Centre Hospitalier  (Falaise),02 31 40 40 40, Boulevard des Bercagnes CS 60038 14700 Falaise,Falaise,14, 237 places, Centre Hospitalier,105,27,0,15,30,60,0,15,0,1,1,2,0,0,0
188,Centre François Baclesse  (Caen),02 31 45 50 50, 3 avenue général Harris BP 45076 14076 Caen,Caen,14, 231 places, Centre de Lutte Contre Cancer,176,55,0,0,0,0,0,0,0,0,0,0,0,0,0
189,Centre hospitalier de la Côte Fleurie Site de Cricqueboeuf (Honfleur),02 31 89 89 89," RD 62, 14113 CRICQUEBOEUF BP 30 009 14601 Honfleur",Honfleur,14, 202 places, Centre Hospitalier,76,0,0,0,126,0,0,0,0,0,0,0,0,0,0
190,Centre Hospitalier Aunay-Bayeux Site de Bayeux (BAYEUX),02 31 51 51 51," 13, rue de Nesmond BP 18127 14401 BAYEUX",BAYEUX,14, 177 places, Centre Hospitalier,117,39,16,0,5,0,0,0,0,1,1,2,0,0,0
191,Site Santé mentale  (BAYEUX),02 31 51 51 51, Route De Vaux Sur Aure BP 18127 14401 BAYEUX,BAYEUX,14, 90 places, Centre Hospitalier,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0
192,Centre hospitalier Aunay-Bayeux Site Aunay sur Odon (AUNAY SUR ODON - LES MONTS D'AUNAY),02 31 71 76 76, 5 rue de l'Hôpital  14260 AUNAY SUR ODON - LES MONTS D'AUNAY,AUNAY SUR ODON - LES MONTS D'AUNAY,14, 77 places, Centre Hospitalier,0,0,0,0,77,0,0,12,0,0,0,2,0,0,0
193,CHU Centre Esquirol (Caen),02 31 06 31 06, Avenue de la Côte de Nacre  14033 Caen,Caen,14, 75 places, Centre Crise Accueil Permanent,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0
194,Unité de Soins de Longue Durée  (Falaise),02 31 40 40 40, Boulevard des Bercagnes  14700 Falaise,Falaise,14, 60 places, Etablissement de Soins Longue Durée,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0
195,SSR Soins de suite et de réadaptation (Pont-l'Évêque),02 31 65 31 65, 23 avenue de Rambault  14130 Pont-l'Évêque,Pont-l'Évêque,14, 60 places, Centre Hospitalier,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0
196,CHU Hôpital Clemenceau (Caen),02 31 27 27 27, Avenue  Georges Clemenceau  14033 Caen,Caen,14, 58 places, Hôpital dépendant d'un CHRU,50,0,0,8,0,0,0,0,0,0,0,0,0,0,0
197,USLD Unité de Soins de Longue Durée (BAYEUX),02 31 51 51 51, Rue Saint Exupère BP 18127 14400 BAYEUX,BAYEUX,14, 50 places, Etablissement de Soins Longue Durée,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0
198,SSR nutrition et SSR gériatrique Site d'Equemauville (HONFLEUR),Pas de numéro, Chemin de la Plane BP 30009 14600 HONFLEUR,HONFLEUR,14, 40 places, Centre Hospitalier,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0
199,SSR soins de suite et réadaptation gériatrique et polyvalent (BAYEUX),02 31 51 51 51, 37 RUE ST EXUPERE BP 18127 14400 BAYEUX,BAYEUX,14, 34 places, Centre Hospitalier,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0
200,Unité de soins de longue durée Site d'Equemauville (HONFLEUR),Pas de numéro, Chemin de la Plane BP 30009 14601 HONFLEUR,HONFLEUR,14, 30 places, Etablissement de Soins Longue Durée,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0
201,Hôpital de jour La Clef Des Songes (BAYEUX),02 31 51 51 51, 39  Rue Saint Exupere  14400 BAYEUX,BAYEUX,14, 10 places, Centre Hospitalier,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
202,Hôpital de jour  (HEROUVILLE ST CLAIR),02 31 43 99 82, 1009 B  La Haute Folie  14200 HEROUVILLE ST CLAIR,HEROUVILLE ST CLAIR,14, 0 places, Centre Hospitalier,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,Hospitalisation à domicile  (Bayeux),02 31 51 20 02, 3 Rue Louvière 3 rue Louvière 14400 Bayeux,Bayeux,14, 0 places, Hospitalisation à Domicile,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0
204,HAD de Caen (CAEN),02 31 84 82 22, 5 rue Saint Vincent de Paul  14000 CAEN,CAEN,14, 0 places, Hospitalisation à Domicile,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0
205,Centre Hospitalier Henri Mondor  (AURILLAC),04 71 46 56 56, 50 avenue de la République 50 avenue de la République 15002 AURILLAC,AURILLAC,15, 843 places, Centre Hospitalier,242,72,30,186,82,46,185,0,49,1,2,3,1,0,0
206,Centre hospitalier  (Mauriac),04 71 67 33 33, 25 Avenue Fernand Tallandier  15200 Mauriac,Mauriac,15, 175 places, Centre Hospitalier,40,0,0,0,23,42,70,0,55,0,0,1,0,0,0
207,Centre hospitalier  (SAINT-FLOUR),04 71 60 64 64," 2, avenue Docteur Mallet BP 49 15102 SAINT-FLOUR",SAINT-FLOUR,15, 113 places, Centre Hospitalier,76,22,15,0,0,0,0,0,0,1,0,3,0,0,0
208,HOPITAL  (Murat),04 71 20 30 40," 4 bis, rue Porte Saint-Esprit  15300 Murat",Murat,15, 110 places, Centre Hospitalier,30,0,0,0,40,30,10,0,36,0,0,1,0,0,0
209,SSR MAURICE DELORT  (VIC SUR CERE),04 71 47 50 01, Avenue Duchesse de Fontanges  15800 VIC SUR CERE,VIC SUR CERE,15, 60 places, Etablissement de sante? prive? autorise? en SSR,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0
210,CENTRE HOSPITALIER -SSR  (Chaudes-Aigues),04 71 23 50 27, avenue Pierre Vialard  15110 Chaudes-Aigues,Chaudes-Aigues,15, 56 places, Centre Hospitalier,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0
211,Unité de Psychiatrie  (SAINT-FLOUR),04 71 60 66 00, VOLZAC  15100 SAINT-FLOUR,SAINT-FLOUR,15, 49 places, Centre Hospitalier,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0
212,Unité de Soins de Longue Durée La Maison du Colombier (SAINT-FLOUR),04 71 60 66 16, VOLZAC BP 49 15102 SAINT-FLOUR,SAINT-FLOUR,15, 37 places, Etablissement de Soins Longue Durée,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0
213,unité de soins de longue durée - Soins médicaux techniques importants USLD Unité de soins de longue durée (MAURIAC),04 71 67 33 33, 25 avenue Fernand Talandier  15200 MAURIAC,MAURIAC,15, 30 places, Etablissement de Soins Longue Durée,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0
214,CENTRE HOSPITALIER  (CONDAT),04 71 78 40 00, 18 route de Bort 18 route de Bort 15190 CONDAT,CONDAT,15, 15 places, Centre Hospitalier,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,UPY Unité Parkinson  (YDES),04 71 40 58 18, rue de la mine 15210 Ydes rue de la mine 15210 YDES,YDES,15, 12 places, Centre Hospitalier,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
216,Centre hospitalier d'Angoulême  (ANGOULEME),05 45 24 40 40, Rond-Point de Girac CS 55015 Saint Michel 16959 ANGOULEME,ANGOULEME,16, 602 places, Centre Hospitalier,368,97,35,0,72,30,0,0,0,2,2,7,2,2,1
217,Centre Hospitalier HOPITAUX DU SUD CHARENTE (BARBEZIEUX SAINT HILAIRE),05 45 78 78 00, Route de Saint-Bonnet BP 50031 16300 BARBEZIEUX SAINT HILAIRE,BARBEZIEUX SAINT HILAIRE,16, 382 places, Centre Hospitalier,48,0,0,0,102,80,152,0,0,1,0,2,0,0,0
218,Hôpitaux de Grand Cognac site principal (Cognac),05 45 80 15 15, 65 avenue d'Angoulême CS50264 - Chateaubernard 16112 Cognac,Cognac,16, 234 places, Centre Hospitalier,105,0,15,0,40,37,37,0,0,1,1,2,0,0,0
219,Centre Hospitalier  (Châteauneuf sur Charente),05 45 66 21 89, place de l'Église  16120 Châteauneuf sur Charente,Châteauneuf sur Charente,16, 147 places, Hôpital local,10,0,0,0,6,65,66,0,0,0,0,0,0,0,0
220,Site Annexe CHATEAUNEUF Etablissement public de santé (site annexe des Hôpitaux de Grand Cognac) (CHATEAUNEUF SUR CHARENTE),05 45 70 83 70, place de l'église  16120 CHATEAUNEUF SUR CHARENTE,CHATEAUNEUF SUR CHARENTE,16, 147 places, Centre Hospitalier,0,0,0,0,16,65,66,0,0,0,0,0,0,0,0
221,Centre hospitalier  (Ruffec),05 45 29 50 00, 15 rue de l\'Hôpital BP 40071 16700 Ruffec,Ruffec,16, 127 places, Centre Hospitalier,29,0,0,0,35,0,63,0,0,1,0,1,0,0,0
222,Centre de soins de suite et de réadaptation Les Glamots  (ROULLET),05 45 94 27 27, 5 allée Les Glamots BP 90021 16440 ROULLET,ROULLET,16, 105 places, Etablissement Réadaptation Fonctionnelle,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0
